Time,Open,High,Low,Close,Last Trade,Volume
2020-02-10,17.219999,17.320000,17.020000,17.100000,17.069901,3875000
2020-02-11,17.059999,17.559999,17.059999,17.420000,17.389338,2035123
2020-02-12,17.500000,18.240000,17.340000,18.120001,18.088106,6144800
2020-02-13,18.080000,18.280001,17.740000,18.139999,18.108068,3430978
2020-02-14,17.820000,18.080000,17.799999,17.820000,17.788631,3239700
2020-02-17,18.059999,18.139999,17.840000,18.040001,18.008245,1455200
2020-02-18,18.200001,18.200001,17.500000,17.520000,17.489161,2558000
2020-02-19,17.559999,18.160000,17.400000,18.080000,18.048174,3018750
2020-02-20,18.180000,18.360001,17.719999,18.120001,18.088106,3901873
2020-02-21,18.040001,18.040001,17.400000,17.420000,17.389338,2209000
2020-02-24,17.420000,17.420000,16.959999,17.020000,16.990042,5462000
2020-02-25,16.879999,17.420000,16.799999,17.240000,17.209654,2256160
2020-02-26,16.900000,17.080000,16.639999,16.820000,16.790392,4305890
2020-02-27,16.700001,16.700001,16.000000,16.420000,16.391096,5161660
2020-02-28,16.100000,16.180000,15.700000,15.940000,15.911942,4756332
2020-03-02,15.940000,15.940000,15.600000,15.820000,15.792152,3995977
2020-03-03,15.980000,16.100000,15.680000,15.940000,15.911942,2900801
2020-03-04,15.880000,15.960000,15.380000,15.660000,15.632435,3479050
2020-03-05,15.800000,15.960000,15.180000,15.860000,15.832082,2442000
2020-03-06,15.340000,15.800000,15.340000,15.680000,15.652400,2761180
2020-03-09,15.120000,15.180000,14.720000,14.820000,14.793913,7199530
2020-03-10,14.700000,15.180000,14.320000,15.000000,14.973597,5241639
2020-03-11,15.080000,15.180000,14.640000,14.640000,14.614230,3177495
2020-03-12,14.820000,14.820000,12.820000,12.900000,12.877293,14240200
2020-03-13,11.300000,12.900000,11.300000,12.800000,12.777469,8368336
2020-03-16,12.100000,12.700000,11.940000,12.040000,12.018806,5879461
2020-03-17,11.980000,12.220000,11.500000,11.900000,11.879053,5569730
2020-03-18,11.960000,12.240000,10.980000,11.000000,10.980638,7225864
2020-03-19,10.880000,11.000000,10.020000,10.420000,10.401658,7774132
2020-03-20,10.700000,12.740000,10.700000,12.740000,12.717574,7142930
2020-03-23,11.400000,11.980000,10.940000,11.000000,10.980638,4998846
2020-03-24,11.640000,11.920000,11.280000,11.560000,11.539652,6165000
2020-03-25,12.040000,12.860000,11.960000,12.360000,12.338243,4985000
2020-03-26,12.360000,12.600000,12.000000,12.320000,12.298313,3911373
2020-03-27,12.480000,12.480000,11.320000,11.660000,11.639476,4545178
2020-03-30,11.200000,11.360000,10.760000,11.220000,11.200251,3315200
2020-03-31,11.660000,11.680000,10.900000,11.240000,11.220215,3818170
2020-04-01,11.200000,11.380000,10.900000,11.180000,11.160321,3410568
2020-04-02,11.000000,11.160000,10.640000,11.120000,11.100426,4862000
2020-04-03,11.200000,11.200000,10.700000,11.040000,11.020567,5469355
2020-04-06,11.060000,11.380000,10.700000,11.380000,11.359968,5559000
2020-04-07,11.520000,11.760000,11.120000,11.660000,11.639476,9485940
2020-04-08,11.560000,11.620000,11.220000,11.400000,11.379932,6141000
2020-04-09,11.600000,13.040000,11.440000,12.900000,12.877293,13796040
2020-04-14,12.880000,13.040000,12.360000,12.700000,12.677645,7856050
2020-04-15,12.740000,13.580000,12.740000,13.180000,13.156800,10246200
2020-04-16,13.000000,13.360000,12.780000,13.320000,13.296554,7746500
2020-04-17,14.220000,14.600000,13.880000,14.420000,14.394617,14207500
2020-04-20,14.640000,14.900000,14.220000,14.500000,14.474477,9278800
2020-04-21,14.480000,14.480000,13.660000,14.180000,14.155040,9819200
2020-04-22,13.780000,14.420000,13.760000,14.240000,14.214934,4150080
2020-04-23,14.600000,14.600000,14.100000,14.280000,14.254864,5085000
2020-04-24,14.160000,14.200000,13.900000,13.940000,13.915462,3786710
2020-04-27,13.940000,14.280000,13.900000,14.180000,14.155040,4598300
2020-04-28,14.580000,14.700000,14.260000,14.680000,14.654160,5626299
2020-04-29,14.600000,14.660000,14.280000,14.600000,14.574301,4774532
2020-05-04,14.200000,14.200000,13.500000,13.540000,13.516167,8201707
2020-05-05,13.540000,14.060000,13.540000,14.020000,13.995322,3143427
2020-05-06,14.000000,14.180000,13.820000,14.040000,14.015286,3387000
2020-05-07,13.980000,14.100000,13.740000,13.900000,13.875532,5164609
2020-05-08,14.020000,14.700000,13.920000,14.700000,14.674124,5784400
2020-05-11,14.960000,15.480000,14.920000,15.160000,15.133314,10355000
2020-05-12,15.000000,15.060000,14.720000,14.900000,14.873772,4486000
2020-05-13,14.700000,14.740000,14.400000,14.460000,14.434546,5784136
2020-05-14,14.040000,14.220000,13.900000,14.160000,14.135075,5970400
2020-05-15,14.000000,14.060000,13.700000,13.840000,13.815639,7069375
2020-05-18,13.820000,14.180000,13.520000,14.100000,14.075181,5606337
2020-05-19,14.420000,14.660000,14.240000,14.620000,14.594265,5516843
2020-05-20,14.600000,15.000000,14.540000,14.600000,14.574301,5244000
2020-05-21,14.860000,14.880000,14.300000,14.480000,14.454512,5940065
2020-05-22,14.100000,14.100000,13.580000,13.940000,13.915462,6655026
2020-05-25,13.940000,14.300000,13.500000,14.300000,14.274829,2454094
2020-05-26,14.300000,15.160000,14.300000,15.020000,14.993562,10384000
2020-05-27,14.960000,15.240000,14.360000,14.460000,14.434546,5932247
2020-05-28,14.460000,14.680000,13.880000,14.660000,14.634194,8308000
2020-05-29,14.580000,14.720000,14.160000,14.620000,14.594265,4484427
2020-06-01,14.980000,15.380000,14.720000,15.200000,15.173244,8203807
2020-06-02,15.160000,15.580000,15.040000,15.520000,15.492682,4529800
2020-06-03,15.580000,15.900000,15.580000,15.800000,15.772188,5745684
2020-06-04,16.299999,16.680000,16.059999,16.680000,16.650639,10041000
2020-06-05,17.000000,17.400000,16.760000,17.400000,17.369371,6495343
2020-06-08,17.400000,17.500000,16.900000,17.100000,17.069901,4970383
2020-06-09,17.280001,17.719999,17.180000,17.280001,17.280001,8435395
2020-06-10,17.340000,17.559999,17.219999,17.400000,17.400000,4178890
2020-06-11,17.379999,17.400000,16.320000,16.459999,16.459999,6340070
2020-06-12,15.820000,16.860001,15.600000,16.639999,16.639999,5332164
2020-06-15,16.660000,16.660000,15.840000,15.920000,15.920000,4221000
2020-06-16,16.500000,16.580000,16.200001,16.240000,16.240000,2449000
2020-06-17,16.200001,16.260000,15.900000,16.120001,16.120001,1615600
2020-06-18,16.059999,16.059999,15.700000,15.800000,15.800000,2719000
2020-06-19,15.800000,16.400000,15.720000,16.120001,16.120001,3434549
2020-06-22,16.020000,16.139999,15.560000,15.660000,15.660000,4084784
2020-06-23,15.700000,15.740000,15.140000,15.520000,15.520000,5650000
2020-06-24,15.760000,16.080000,15.500000,15.540000,15.540000,3119997
2020-06-26,15.540000,15.680000,15.280000,15.380000,15.380000,1999566
2020-06-29,15.280000,15.400000,14.760000,14.860000,14.860000,4392000
2020-06-30,15.100000,15.680000,14.900000,15.000000,15.000000,6389185
2020-07-02,15.340000,15.340000,14.900000,15.200000,15.200000,5525000
2020-07-03,15.280000,16.020000,15.280000,15.840000,15.840000,5070375
2020-07-06,16.000000,16.360001,15.840000,16.160000,16.160000,6491000
2020-07-07,16.440001,16.520000,15.480000,15.540000,15.540000,6406376
2020-07-08,15.520000,15.720000,15.080000,15.240000,15.240000,4234774
2020-07-09,15.480000,15.480000,14.760000,14.940000,14.940000,5273054
2020-07-10,14.940000,14.940000,14.420000,14.580000,14.580000,6639000
2020-07-13,14.800000,15.220000,14.200000,15.100000,15.100000,9970036
2020-07-14,16.459999,17.000000,15.420000,15.700000,15.700000,31237000
2020-07-15,16.020000,16.139999,15.160000,15.460000,15.460000,6374800
2020-07-16,15.580000,15.700000,14.860000,15.020000,15.020000,5862001
2020-07-17,15.200000,15.380000,14.620000,15.180000,15.180000,4230000
2020-07-20,15.000000,15.040000,14.600000,14.900000,14.900000,8701000
2020-07-21,15.000000,15.180000,14.740000,14.840000,14.840000,4668888
2020-07-22,14.920000,15.180000,14.500000,14.560000,14.560000,3616000
2020-07-23,14.580000,14.760000,14.220000,14.480000,14.480000,3721000
2020-07-24,14.340000,14.340000,13.600000,13.800000,13.800000,7543000
2020-07-27,14.140000,14.140000,13.520000,13.600000,13.600000,3125000
2020-07-28,13.660000,13.800000,13.500000,13.720000,13.720000,3869500
2020-07-29,13.780000,14.180000,13.480000,14.000000,14.000000,3098014
2020-07-30,14.080000,14.620000,14.080000,14.180000,14.180000,3746000
2020-07-31,14.400000,14.740000,14.400000,14.620000,14.620000,4309531
2020-08-03,14.720000,14.720000,14.260000,14.580000,14.580000,2183000
2020-08-04,14.700000,15.160000,14.680000,15.040000,15.040000,5093187
2020-08-05,15.140000,15.320000,14.840000,15.300000,15.300000,3602000
2020-08-06,15.400000,15.400000,14.680000,14.920000,14.920000,3282000
2020-08-07,15.060000,15.560000,15.020000,15.300000,15.300000,5769145
2020-08-10,15.300000,16.120001,15.300000,15.780000,15.780000,9454100
2020-08-11,16.799999,16.799999,16.340000,16.639999,16.639999,16622840
2020-08-12,16.959999,17.480000,16.520000,16.920000,16.920000,16026210
2020-08-13,17.139999,17.139999,16.440001,16.780001,16.780001,5389001
2020-08-14,16.799999,17.180000,16.540001,17.120001,17.120001,4291095
2020-08-17,17.180000,17.180000,16.860001,17.040001,17.040001,3714355
2020-08-18,17.200001,17.200001,16.799999,16.840000,16.840000,2004092
2020-08-19,16.559999,16.959999,16.559999,16.860001,16.860001,2447499
2020-08-20,16.600000,16.940001,16.559999,16.879999,16.879999,3287582
2020-08-21,17.000000,17.700001,16.940001,17.440001,17.440001,9873500
2020-08-24,17.600000,17.740000,17.240000,17.500000,17.500000,4514000
2020-08-25,17.660000,18.160000,17.400000,17.980000,17.980000,5785300
2020-08-26,17.520000,17.940001,17.420000,17.520000,17.520000,3045250
2020-08-27,17.420000,17.500000,16.900000,16.959999,16.959999,3434001
2020-08-28,16.959999,17.620001,16.940001,17.280001,17.280001,2838312
2020-08-31,17.100000,17.799999,17.080000,17.120001,17.120001,2536078
2020-09-01,17.400000,17.400000,17.040001,17.280001,17.280001,1484699
2020-09-02,17.260000,17.299999,16.700001,16.860001,16.860001,2435000
2020-09-03,17.000000,17.280001,16.760000,17.100000,17.100000,2485521
2020-09-04,16.900000,16.900000,16.480000,16.680000,16.680000,4739000
2020-09-07,16.700001,16.799999,16.120001,16.180000,16.180000,2798253
2020-09-08,16.200001,16.680000,16.020000,16.639999,16.639999,3016000
2020-09-09,16.299999,16.299999,15.900000,16.200001,16.200001,4428984
2020-09-10,16.240000,16.440001,16.240000,16.260000,16.260000,2027814
2020-09-11,16.160000,16.820000,16.160000,16.600000,16.600000,1621689
2020-09-14,16.900000,16.900000,16.620001,16.680000,16.680000,971000
2020-09-15,16.700001,17.620001,16.620001,17.139999,17.139999,5207579
2020-09-16,17.480000,17.600000,16.860001,16.860001,16.860001,2937420
2020-09-17,16.740000,16.900000,16.500000,16.559999,16.559999,1757000
2020-09-18,16.500000,16.559999,16.340000,16.360001,16.360001,2794113
2020-09-21,16.320000,16.400000,15.560000,15.620000,15.620000,5257164
2020-09-22,15.300000,15.380000,14.260000,14.500000,14.500000,12579730
2020-09-23,14.700000,14.820000,14.120000,14.300000,14.300000,6090729
2020-09-24,14.120000,14.200000,13.720000,13.760000,13.760000,9439075
2020-09-25,13.820000,13.980000,13.160000,13.580000,13.580000,8732000
2020-09-28,13.400000,13.620000,13.100000,13.380000,13.380000,3912160
2020-09-29,13.580000,13.580000,13.380000,13.560000,13.560000,3068000
2020-09-30,13.500000,13.700000,13.400000,13.560000,13.560000,2968000
2020-10-05,13.580000,13.680000,12.900000,13.160000,13.160000,5557981
2020-10-06,13.000000,13.620000,13.000000,13.460000,13.460000,3708936
2020-10-07,13.400000,13.700000,13.280000,13.480000,13.480000,2662963
2020-10-08,13.300000,13.480000,12.940000,13.020000,13.020000,5333000
2020-10-09,12.800000,13.220000,12.800000,12.960000,12.960000,3724000
2020-10-12,13.220000,13.220000,12.800000,12.940000,12.940000,2769500
2020-10-14,12.940000,12.940000,12.200000,12.280000,12.280000,8605933
2020-10-15,12.200000,12.440000,11.900000,12.320000,12.320000,10014000
2020-10-16,12.260000,12.460000,12.200000,12.300000,12.300000,4829303
2020-10-19,12.280000,12.560000,12.200000,12.400000,12.400000,2814000
2020-10-20,12.360000,12.780000,12.200000,12.660000,12.660000,3207000
2020-10-21,12.640000,12.880000,12.520000,12.780000,12.780000,2418970
2020-10-22,12.620000,13.480000,12.620000,13.340000,13.340000,4890495
2020-10-23,13.400000,13.440000,13.100000,13.300000,13.300000,2497000
2020-10-27,13.000000,13.320000,12.840000,13.260000,13.260000,4147800
2020-10-28,12.920000,13.080000,12.920000,13.040000,13.040000,2792000
2020-10-29,12.780000,12.920000,12.520000,12.860000,12.860000,1788570
2020-10-30,12.880000,12.920000,12.420000,12.560000,12.560000,3487000
2020-11-02,12.660000,13.140000,12.660000,13.100000,13.100000,3716000
2020-11-03,13.220000,13.500000,13.040000,13.120000,13.120000,2065447
2020-11-04,13.100000,13.560000,13.060000,13.320000,13.320000,2745000
2020-11-05,13.360000,13.660000,13.280000,13.580000,13.580000,3601292
2020-11-06,13.400000,13.680000,13.200000,13.360000,13.360000,4072000
2020-11-09,13.780000,14.220000,13.640000,14.040000,14.040000,5686000
2020-11-10,14.900000,15.240000,14.520000,15.000000,15.000000,13267500
2020-11-11,14.980000,15.160000,14.600000,14.940000,14.940000,5459110
2020-11-12,14.700000,15.000000,14.460000,14.540000,14.540000,3707990
2020-11-13,14.400000,14.500000,13.980000,14.420000,14.420000,4787000
2020-11-16,14.700000,15.300000,14.700000,15.300000,15.300000,5908264
2020-11-17,15.260000,15.380000,15.060000,15.320000,15.320000,3326000
2020-11-18,15.340000,15.440000,15.140000,15.320000,15.320000,2299000
2020-11-19,15.320000,15.580000,14.880000,15.400000,15.400000,2637180
2020-11-20,15.480000,15.500000,15.180000,15.360000,15.360000,2358884
2020-11-23,15.180000,15.180000,14.580000,15.080000,15.080000,5226000
2020-11-24,15.020000,15.580000,15.020000,15.280000,15.280000,1732250
2020-11-25,15.400000,15.760000,15.400000,15.480000,15.480000,2755160
2020-11-26,15.340000,15.460000,15.140000,15.280000,15.280000,1180000
2020-11-27,15.280000,15.480000,15.140000,15.300000,15.300000,1451800
2020-11-30,15.300000,15.300000,14.680000,14.680000,14.680000,2650000
2020-12-01,14.680000,15.200000,14.680000,15.000000,15.000000,1512000
2020-12-02,14.860000,15.500000,14.720000,15.320000,15.320000,2860600
2020-12-03,15.320000,15.720000,15.220000,15.460000,15.460000,3426676
2020-12-04,15.780000,16.459999,15.700000,15.900000,15.900000,4928278
2020-12-07,16.100000,16.200001,15.700000,16.040001,16.040001,2099127
2020-12-08,15.900000,16.000000,15.500000,15.500000,15.500000,2292000
2020-12-09,15.500000,15.820000,15.500000,15.580000,15.580000,1853000
2020-12-10,15.260000,15.720000,15.260000,15.560000,15.560000,1923162
2020-12-11,15.400000,15.600000,15.400000,15.500000,15.500000,1133000
2020-12-14,15.500000,15.820000,15.500000,15.660000,15.660000,2361131
2020-12-15,15.640000,15.640000,15.040000,15.120000,15.120000,2674000
2020-12-16,15.140000,15.480000,15.140000,15.220000,15.220000,1991333
2020-12-17,15.260000,15.400000,15.020000,15.100000,15.100000,1401000
2020-12-18,15.280000,15.280000,14.920000,15.220000,15.220000,2698560
