Time,1928
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,3.127706903037723e-05
,2.0478191440057335e-05
,-8.964601941656314e-07
,-3.015301708287911e-06
,1.1544802862954599e-06
,1.1663899911372397e-05
,1.3821525787033638e-05
,2.548356629444181e-05
,2.768274696494272e-05
,2.8626711053203916e-05
,4.8299460573095754e-05
,2.923763543638409e-05
,3.252039864164783e-05
,1.3414281111811648e-05
,2.1725421532398843e-05
,-1.0490202990020446e-05
,1.7044085559088343e-05
,7.93450123497279e-06
,2.951809098298003e-07
,1.1339980440293721e-05
,8.749480780136206e-06
,1.2628379320965942e-05
,1.794885976721127e-05
,8.504206164689553e-07
,-8.33366949294135e-06
,-2.168295885495623e-06
,-1.2452182580404133e-05
,-1.4260368024052065e-05
,-4.466117796268986e-06
,2.532010345415922e-06
,3.09495738055671e-05
,3.089932119926449e-05
,3.0023164090665572e-05
,1.624501939389441e-05
,4.18983868313985e-05
,5.487978129645089e-05
,6.886219172550021e-05
,0.0001045770735254257
,0.00010041875484127781
,9.494661228113891e-05
,9.695930584939456e-05
,0.00010140899618920634
,9.240370104033542e-05
,8.172160938979401e-05
,6.746157462424009e-05
,6.279142655336074e-05
,6.714282701865019e-05
,6.240088762297458e-05
,4.684148844480866e-05
,3.415289165845772e-05
,1.0168750900078616e-05
,1.5045854008103742e-05
,1.6039053839768154e-05
,2.0692613776476202e-05
,1.1904234985135728e-05
,1.1613742864962617e-05
,1.2087280273485531e-05
,7.303880244135107e-06
,7.788939152977912e-06
,5.803583231432573e-06
,5.834956488207809e-06
,1.2735140801341944e-05
,3.8149265707901015e-06
,2.775879185886505e-06
,-6.507881475795645e-06
,-1.4247179540538359e-05
,-1.5152986561633604e-05
,-1.33752148464315e-05
,-1.6644367149943828e-05
,-1.1645094589443069e-05
,-2.757407679017119e-05
,-2.7705011940966323e-05
,-3.1431803320809515e-05
,-4.053985886561491e-05
,-4.015200461922112e-05
,-4.657077916533994e-05
,-5.3575853710497505e-05
,-6.365454678375224e-05
,-5.6551146500473476e-05
,-5.559886971232815e-05
,-6.0370267918526834e-05
,-5.288661600538709e-05
,-4.172331329091328e-05
,-3.947408762552246e-05
,-2.5675200369814525e-05
,-2.6646661095091812e-05
,-2.6749043616269976e-05
,-2.7099495663777342e-05
,-2.7893070854392722e-05
,5.623176561222208e-06
,6.0161629260771e-06
,1.2300801555419709e-05
,1.0921799038092407e-05
,4.171100688804309e-06
,5.351397999807845e-06
,5.187259064306602e-06
,8.443374833200996e-06
,1.0319930172746875e-05
,1.0665269196273708e-05
,1.1523253723254705e-05
,7.504656792977438e-06
,8.622386076017039e-06
,1.1520744398839629e-05
,9.334411016997493e-06
,1.0729663916202487e-05
,1.0972030681001088e-05
,1.4077398329614523e-05
,1.0360844739344092e-05
,5.9621423077165224e-06
,3.2486760673263114e-06
,2.438284328781823e-06
,5.210775964050238e-06
