,Time,Last Trade,Volume,MA1,MA2,MA3,EMA1,EMA2,EMA3,MEI RSI,Beta Diff
0,2020/09/24 09:30,9.34,200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020/09/24 09:31,9.35,41000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020/09/24 09:32,9.34,44000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2020/09/24 09:33,9.34,138000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020/09/24 09:34,9.36,22000,9.346,0.0,0.0,9.348815165876777,0.0,0.0,0.0,0.0
5,2020/09/24 09:35,9.33,83000,9.344,0.0,0.0,9.341939849624062,0.0,0.0,0.0,0.0
6,2020/09/24 09:36,9.31,23000,9.336,0.0,0.0,9.33063137445362,0.0,0.0,0.0,0.0
7,2020/09/24 09:37,9.31,19000,9.330000000000002,9.334999999999999,0.0,9.323475019825537,9.327745866092732,0.0,0.0,0.0
8,2020/09/24 09:38,9.27,75000,9.315999999999999,9.326249999999998,0.0,9.305173960669764,9.313421421350133,0.0,0.0,0.0
9,2020/09/24 09:39,9.26,114000,9.296,9.315,0.0,9.289850236966826,9.300503471052094,0.0,0.0,0.0
10,2020/09/24 09:40,9.22,66000,9.274,9.299999999999999,0.0,9.266294496256405,9.281410776368055,0.0,0.0,0.0
11,2020/09/24 09:41,9.21,48000,9.254,9.283749999999998,0.0,9.24738391375665,9.264723926992193,0.0,0.0,0.0
12,2020/09/24 09:42,9.25,51000,9.241999999999999,9.269999999999998,9.299230769230768,9.248260446331356,9.261322281753595,9.274074760778289,0.0,0.0
13,2020/09/24 09:43,9.23,23000,9.234,9.257499999999999,9.290769230769229,9.242152708910048,9.254149113403484,9.266955820151717,0.0,0.0
14,2020/09/24 09:44,9.23,23000,9.228000000000002,9.247499999999999,9.281538461538458,9.238092533887803,9.248655979780601,9.26109608586031,0.0,0.0
15,2020/09/24 09:45,9.24,35000,9.232000000000003,9.238749999999998,9.273846153846153,9.238729325401335,9.246697300854473,9.257802795190424,0.0,0.0
16,2020/09/24 09:46,9.24,1000,9.238000000000003,9.234999999999998,9.266153846153845,9.239153313931963,9.245187957905065,9.255059964944005,0.0,0.0
17,2020/09/24 09:47,9.24,0,9.236000000000002,9.232499999999996,9.256923076923076,9.239435733717686,9.244022433307714,9.252765437629192,0.0,0.0
18,2020/09/24 09:48,9.23,40000,9.236,9.233749999999997,9.249230769230769,9.236289069707048,9.240879818684842,9.249329557707812,0.0,0.0
19,2020/09/24 09:49,9.22,38000,9.234,9.234999999999996,9.242307692307692,9.230857746450136,9.236209205161257,9.244938414483492,0.0,-0.22222222222222232
20,2020/09/24 09:50,9.22,15000,9.23,9.231249999999996,9.235384615384616,9.227237771880024,9.232588678038772,9.24123014099109,28.38641082870484,-0.3888888888888893
21,2020/09/24 09:51,9.23,37000,9.227999999999998,9.231249999999996,9.232307692307693,9.22815863766701,9.2320111231951,9.239569945688697,35.260154550496466,-0.20833333333333326
22,2020/09/24 09:52,9.24,4000,9.227999999999998,9.232499999999995,9.23076923076923,9.232106110183375,9.233791928276718,9.239633207448565,41.46950001877085,-0.125
23,2020/09/24 09:53,9.3,87000,9.241999999999999,9.239999999999995,9.236923076923075,9.25473875124004,9.248540255301007,9.248475737375172,64.22449941913938,-0.12499999999999978
24,2020/09/24 09:54,9.28,80000,9.254,9.244999999999996,9.24230769230769,9.26315950097297,9.255544393752409,9.253076743536946,56.17802717845222,-0.12499999999999956
25,2020/09/24 09:55,9.26,43000,9.261999999999999,9.247499999999997,9.24307692307692,9.262106306176143,9.256535969160781,9.254084084767644,49.34499325096835,-0.12499999999999956
26,2020/09/24 09:56,9.27,56000,9.27,9.252499999999996,9.246153846153844,9.264737583763736,9.259531360969438,9.256393760863283,52.53544516478289,-0.07499999999999996
27,2020/09/24 09:57,9.27,6000,9.275999999999998,9.258749999999996,9.249230769230767,9.2664917430924,9.26185977171118,9.25836380998952,52.53544516478289,-0.05714285714285716
28,2020/09/24 09:58,9.27,1000,9.27,9.264999999999995,9.251538461538459,9.267661171209618,9.263669948791712,9.260045365024327,52.53544516478289,-0.03333333333333366
29,2020/09/24 09:59,9.27,7000,9.267999999999997,9.269999999999994,9.253846153846151,9.26844078487217,9.26507737516532,9.26148154227584,52.53544516478289,-2.220446049250313e-16
30,2020/09/24 10:00,9.25,51000,9.265999999999998,9.271249999999995,9.25461538461538,9.262293835210162,9.261725461187773,9.259827415435025,44.22232322147255,-2.220446049250313e-16
31,2020/09/24 10:01,9.25,14000,9.261999999999997,9.264999999999995,9.256153846153842,9.258195880641788,9.259118964779175,9.258413308692287,44.22232322147255,-0.050000000000000044
32,2020/09/24 10:02,9.28,11000,9.264,9.264999999999995,9.260769230769226,9.265463931658548,9.263760355957807,9.261516287882827,56.76006706898299,0.050000000000000044
33,2020/09/24 10:03,9.28,7000,9.266,9.267499999999995,9.26538461538461,9.270309292763777,9.267369868067398,9.26417087237154,56.76006706898299,0.050000000000000044
34,2020/09/24 10:04,9.29,14000,9.27,9.269999999999994,9.269999999999994,9.276872866350127,9.272399547448515,9.267877568652311,60.38598496869187,0.050000000000000044
35,2020/09/24 10:05,9.29,41000,9.277999999999999,9.272499999999996,9.273846153846149,9.281248579570132,9.27631121955443,9.271050256777533,60.38598496869187,0.050000000000000044
36,2020/09/24 10:06,9.29,0,9.285999999999998,9.274999999999997,9.273076923076918,9.284165720603813,9.279353449278302,9.273766418702508,60.38598496869187,0.050000000000000044
37,2020/09/24 10:07,9.27,6000,9.283999999999997,9.274999999999997,9.272307692307688,9.279443812775039,9.277274756981063,9.273226816848618,49.23665911502292,0.050000000000000044
38,2020/09/24 10:08,9.28,5000,9.283999999999997,9.278749999999997,9.273846153846149,9.279629208541841,9.277880400082324,9.274196790379586,53.93671535930783,0.16666666666666674
39,2020/09/24 10:09,9.3,15000,9.285999999999998,9.284999999999997,9.276153846153841,9.286419472975325,9.282796078471565,9.2778907188091,61.76265176115015,0.19047619047619047
40,2020/09/24 10:10,9.3,3000,9.287999999999998,9.287499999999996,9.278461538461533,9.290946315589816,9.286619300231902,9.281054881852429,61.76265176115015,0.16666666666666674
41,2020/09/24 10:11,9.31,32000,9.291999999999998,9.291249999999996,9.281538461538457,9.297297543981829,9.291815146682104,9.285196286990212,65.35758600193957,0.16666666666666674
42,2020/09/24 10:12,9.3,11000,9.297999999999998,9.292499999999997,9.283846153846149,9.298198362678692,9.293634039838338,9.287313902987627,59.2053904981034,0.050000000000000266
43,2020/09/24 10:13,9.31,6000,9.303999999999998,9.294999999999998,9.288461538461531,9.302132241856071,9.2972709772039,9.290558451004907,63.04969552962245,0.16666666666666674
44,2020/09/24 10:14,9.3,23000,9.303999999999998,9.296249999999997,9.292307692307686,9.30142149456225,9.29787743414945,9.291908555198738,57.102206572666915,0.16666666666666674
45,2020/09/24 10:15,9.32,67000,9.307999999999998,9.302499999999997,9.29538461538461,9.307614329757337,9.302793606773362,9.295924962889602,64.50384198759093,0.16666666666666674
46,2020/09/24 10:16,9.37,82000,9.319999999999997,9.313749999999997,9.302307692307686,9.32840955328163,9.317728471590941,9.306514668663523,75.96346444592076,0.19047619047619047
47,2020/09/24 10:17,9.39,11000,9.337999999999997,9.324999999999998,9.309999999999995,9.348939702260198,9.333788903882551,9.318448444722057,78.96568757386497,0.20833333333333326
48,2020/09/24 10:18,9.38,75000,9.351999999999997,9.334999999999997,9.316923076923073,9.35929313486449,9.34405808242718,9.327246136969082,73.86701260094958,0.125
49,2020/09/24 10:19,9.37,38000,9.365999999999996,9.342499999999998,9.32307692307692,9.362862089915259,9.349822973116119,9.33335657789351,68.94664301165187,0.125
50,2020/09/24 10:20,9.36,52000,9.373999999999997,9.349999999999998,9.329999999999997,9.361908059942508,9.35208454078408,9.337164247858759,64.21867808928931,0.07499999999999996
51,2020/09/24 10:21,9.35,12000,9.369999999999997,9.354999999999997,9.335384615384612,9.357938706625573,9.35162130852085,9.338998532402709,59.69429237387389,0.023809523809523947
52,2020/09/24 10:22,9.34,18000,9.359999999999996,9.359999999999998,9.338461538461535,9.351959137747604,9.349038791276019,9.339141639704831,55.38177529575473,2.220446049250313e-16
53,2020/09/24 10:23,9.34,1000,9.351999999999997,9.362499999999997,9.341538461538459,9.347972758497168,9.347030168427402,9.33926429235848,55.38177529575472,-0.023809523809523503
54,2020/09/24 10:24,9.32,2000,9.341999999999997,9.356249999999996,9.342307692307688,9.338648505662853,9.34102345836632,9.336511678229519,47.0730932431371,-0.04166666666666652
55,2020/09/24 10:25,9.3,36000,9.329999999999998,9.344999999999995,9.34230769230769,9.325765670440129,9.331907127242369,9.331294794393722,40.37774697051075,-0.05555555555555536
56,2020/09/24 10:26,9.3,11000,9.319999999999997,9.334999999999996,9.341538461538459,9.317177113625965,9.324816650261539,9.326823426397446,40.377746970510756,-0.04166666666666652
57,2020/09/24 10:27,9.3,3000,9.311999999999998,9.326249999999995,9.34153846153846,9.311451409083626,9.319301836515088,9.322991006507587,40.377746970510756,-0.07499999999999996
58,2020/09/24 10:28,9.3,2000,9.303999999999997,9.318749999999994,9.34,9.307634272722261,9.315012537952677,9.319706208327755,40.377746970510756,-0.125
59,2020/09/24 10:29,9.3,2000,9.299999999999995,9.312499999999995,9.334615384615384,9.305089515148104,9.311676417464504,9.316890764852896,40.377746970510756,-0.125
60,2020/09/24 10:30,9.32,6000,9.303999999999997,9.309999999999995,9.329230769230769,9.310059676765492,9.313526102879102,9.317334977932504,51.70724685829301,-0.12499999999999978
61,2020/09/24 10:31,9.34,15000,9.311999999999998,9.309999999999995,9.326153846153845,9.320039784510449,9.319409192134309,9.320573067097321,60.0894114151718,-0.05714285714285716
62,2020/09/24 10:32,9.32,26000,9.315999999999997,9.309999999999995,9.32230769230769,9.320026523006966,9.319540482788593,9.320491195409081,50.4173335430998,-0.125
63,2020/09/24 10:33,9.32,0,9.319999999999997,9.312499999999995,9.319230769230767,9.320017682004645,9.319642597735024,9.320421020992304,50.4173335430998,-0.10714285714285743
64,2020/09/24 10:34,9.33,14000,9.325999999999997,9.316249999999995,9.317692307692305,9.323345121336443,9.321944242868,9.321789507476318,54.85572784422099,-0.10714285714285743
65,2020/09/24 10:35,9.32,6000,9.325999999999997,9.318749999999996,9.316153846153842,9.322230080890959,9.321512188870292,9.321533853797552,49.917050921733406,-0.20833333333333348
66,2020/09/24 10:36,9.3,70000,9.317999999999994,9.318749999999996,9.31307692307692,9.314820053927294,9.316731702221972,9.318457488368164,41.63173879098781,-0.38888888888888884
67,2020/09/24 10:37,9.3,25000,9.313999999999995,9.318749999999996,9.31153846153846,9.309880035951526,9.313013546031879,9.315820630405256,41.63173879098781,-0.3749999999999998
68,2020/09/24 10:38,9.27,16000,9.303999999999995,9.312499999999996,9.30923076923077,9.296586690634342,9.303454979965553,9.309274668791979,31.92259746214303,-0.3750000000000002
69,2020/09/24 10:39,9.27,3000,9.291999999999996,9.303749999999996,9.306923076923077,9.28772446042289,9.296020539802939,9.303663886277493,31.92259746214303,-0.35714285714285743
70,2020/09/24 10:40,9.32,15000,9.291999999999996,9.303749999999997,9.30846153846154,9.298482973615263,9.301349308830543,9.305997658003502,53.84044916629664,-0.16666666666666652
71,2020/09/24 10:41,9.31,18000,9.293999999999997,9.302499999999998,9.30923076923077,9.302321982410177,9.303271684672612,9.30656942979661,50.26326428615251,-0.1666666666666663
72,2020/09/24 10:42,9.32,12000,9.297999999999996,9.301249999999998,9.310769230769232,9.308214654940118,9.306989088118758,9.308488107564871,53.665780895476274,-0.08333333333333326
73,2020/09/24 10:43,9.31,48000,9.305999999999997,9.299999999999997,9.31,9.308809769960078,9.307658179653531,9.308704094599312,49.89326891100919,-0.0833333333333337
74,2020/09/24 10:44,9.3,7000,9.311999999999998,9.299999999999997,9.306923076923077,9.305873179973386,9.305956361941654,9.307460640666367,46.296234920152024,-0.0833333333333337
75,2020/09/24 10:45,9.29,13000,9.305999999999997,9.298749999999997,9.304615384615385,9.300582119982257,9.30241050371442,9.30496624305744,42.87945115823729,-0.10714285714285743
76,2020/09/24 10:46,9.29,4000,9.301999999999996,9.301249999999998,9.302307692307693,9.297054746654839,9.299652613989227,9.302828193368628,42.87945115823729,-0.10714285714285743
77,2020/09/24 10:47,9.3,2000,9.297999999999998,9.304999999999998,9.3,9.298036497769893,9.299729810880748,9.302424163320362,47.60341127318236,-0.05714285714285716
78,2020/09/24 10:48,9.29,13000,9.293999999999997,9.30125,9.29769230769231,9.295357665179928,9.297567630679868,9.300649273718037,43.61655226589754,-0.07500000000000018
79,2020/09/24 10:49,9.29,3000,9.291999999999996,9.298749999999998,9.296923076923079,9.293571776786617,9.29588593497011,9.29912794219491,43.61655226589754,-0.12500000000000022
80,2020/09/24 10:50,9.29,8000,9.291999999999996,9.294999999999998,9.29615384615385,9.292381184524412,9.29457794941931,9.297823945525733,43.61655226589754,-0.20833333333333348
81,2020/09/24 10:51,9.29,4000,9.291999999999996,9.292499999999997,9.297692307692312,9.291587456349609,9.293560627324988,9.296706235402192,43.61655226589754,-0.19047619047619024
82,2020/09/24 10:52,9.3,7000,9.291999999999996,9.292499999999997,9.300000000000004,9.294391637566406,9.294991599031796,9.297176774508086,49.880681821125734,-0.10714285714285698
83,2020/09/24 10:53,9.29,21000,9.291999999999996,9.292499999999997,9.297692307692312,9.292927758377603,9.293882354801754,9.296151518567424,44.425523597693555,-0.20833333333333304
84,2020/09/24 10:54,9.3,7000,9.293999999999995,9.293749999999996,9.296923076923083,9.295285172251736,9.295241831513193,9.296701302750504,50.41871862548233,-0.1071428571428572
