Time,Last Trade,Volume,MA1,MA2,MA3,EMA1,EMA2,EMA3,MEI RSI,Beta Diff
2020/09/24 09:30,9.34,200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/24 09:31,9.35,41000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/24 09:32,9.34,44000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/24 09:33,9.34,138000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/24 09:34,9.36,22000,9.346,0.0,0.0,9.348815165876777,0.0,0.0,0.0,0.0
2020/09/24 09:35,9.33,83000,9.344,0.0,0.0,9.341939849624062,0.0,0.0,0.0,0.0
2020/09/24 09:36,9.31,23000,9.336,0.0,0.0,9.33063137445362,0.0,0.0,0.0,0.0
2020/09/24 09:37,9.31,19000,9.330000000000002,9.334999999999999,0.0,9.323475019825537,9.327745866092732,0.0,0.0,0.0
2020/09/24 09:38,9.27,75000,9.315999999999999,9.326249999999998,0.0,9.305173960669764,9.313421421350133,0.0,0.0,0.0
2020/09/24 09:39,9.26,114000,9.296,9.315,0.0,9.289850236966826,9.300503471052094,0.0,0.0,0.0
2020/09/24 09:40,9.22,66000,9.274,9.299999999999999,0.0,9.266294496256405,9.281410776368055,0.0,0.0,0.0
2020/09/24 09:41,9.21,48000,9.254,9.283749999999998,0.0,9.24738391375665,9.264723926992193,0.0,0.0,0.0
2020/09/24 09:42,9.25,51000,9.241999999999999,9.269999999999998,9.299230769230768,9.248260446331356,9.261322281753595,9.274074760778289,0.0,0.0
2020/09/24 09:43,9.23,23000,9.234,9.257499999999999,9.290769230769229,9.242152708910048,9.254149113403484,9.266955820151717,0.0,0.0
2020/09/24 09:44,9.23,23000,9.228000000000002,9.247499999999999,9.281538461538458,9.238092533887803,9.248655979780601,9.26109608586031,0.0,0.0
2020/09/24 09:45,9.24,35000,9.232000000000003,9.238749999999998,9.273846153846153,9.238729325401335,9.246697300854473,9.257802795190424,0.0,0.0
2020/09/24 09:46,9.24,1000,9.238000000000003,9.234999999999998,9.266153846153845,9.239153313931963,9.245187957905065,9.255059964944005,0.0,0.0
2020/09/24 09:47,9.24,0,9.236000000000002,9.232499999999996,9.256923076923076,9.239435733717686,9.244022433307714,9.252765437629192,0.0,0.0
2020/09/24 09:48,9.23,40000,9.236,9.233749999999997,9.249230769230769,9.236289069707048,9.240879818684842,9.249329557707812,0.0,0.0
2020/09/24 09:49,9.22,38000,9.234,9.234999999999996,9.242307692307692,9.230857746450136,9.236209205161257,9.244938414483492,0.0,3.909143788602926e-05
2020/09/24 09:50,9.22,15000,9.23,9.231249999999996,9.235384615384616,9.227237771880024,9.232588678038772,9.24123014099109,41.17251346012814,2.1642588626122227e-05
2020/09/24 09:51,9.23,37000,9.227999999999998,9.231249999999996,9.232307692307693,9.22815863766701,9.2320111231951,9.239569945688697,50.31937760463561,1.950679072562e-05
2020/09/24 09:52,9.24,4000,9.227999999999998,9.232499999999995,9.23076923076923,9.232106110183375,9.233791928276718,9.239633207448565,60.4108763933757,1.2089384107894521e-05
2020/09/24 09:53,9.3,87000,9.241999999999999,9.239999999999995,9.236923076923075,9.25473875124004,9.248540255301007,9.248475737375172,46.721595517460955,-2.1158117599658266e-05
2020/09/24 09:54,9.28,80000,9.254,9.244999999999996,9.24230769230769,9.26315950097297,9.255544393752409,9.253076743536946,48.656325278998544,-3.018797579001006e-05
2020/09/24 09:55,9.26,43000,9.261999999999999,9.247499999999997,9.24307692307692,9.262106306176143,9.256535969160781,9.254084084767644,46.46497319933228,-2.6860009317024718e-05
2020/09/24 09:56,9.27,56000,9.27,9.252499999999996,9.246153846153844,9.264737583763736,9.259531360969438,9.256393760863283,53.940459686738244,-2.8926208960107393e-05
2020/09/24 09:57,9.27,6000,9.275999999999998,9.258749999999996,9.249230769230767,9.2664917430924,9.26185977171118,9.25836380998952,55.65567155665996,-5.3928895240723116e-05
2020/09/24 09:58,9.27,1000,9.27,9.264999999999995,9.251538461538459,9.267661171209618,9.263669948791712,9.260045365024327,59.616851966163885,-5.710642302149646e-05
2020/09/24 09:59,9.27,7000,9.267999999999997,9.269999999999994,9.253846153846151,9.26844078487217,9.26507737516532,9.26148154227584,49.76603911250955,-4.860417537547619e-05
2020/09/24 10:00,9.25,51000,9.265999999999998,9.271249999999995,9.25461538461538,9.262293835210162,9.261725461187773,9.259827415435025,50.92233794147175,-5.902695618207716e-05
2020/09/24 10:01,9.25,14000,9.261999999999997,9.264999999999995,9.256153846153842,9.258195880641788,9.259118964779175,9.258413308692287,43.78161621544491,-7.06973824700786e-05
2020/09/24 10:02,9.28,11000,9.264,9.264999999999995,9.260769230769226,9.265463931658548,9.263760355957807,9.261516287882827,48.001329803262166,-7.031163961983039e-05
2020/09/24 10:03,9.28,7000,9.266,9.267499999999995,9.26538461538461,9.270309292763777,9.267369868067398,9.26417087237154,50.60805077786135,-7.313741931736809e-05
2020/09/24 10:04,9.29,14000,9.27,9.269999999999994,9.269999999999994,9.276872866350127,9.272399547448515,9.267877568652311,49.720404173743766,-5.674505866312954e-05
2020/09/24 10:05,9.29,41000,9.277999999999999,9.272499999999996,9.273846153846149,9.281248579570132,9.27631121955443,9.271050256777533,49.528563091317835,-5.4075627693730475e-05
2020/09/24 10:06,9.29,0,9.285999999999998,9.274999999999997,9.273076923076918,9.284165720603813,9.279353449278302,9.273766418702508,61.21394813877529,-4.7152811570983565e-05
2020/09/24 10:07,9.27,6000,9.283999999999997,9.274999999999997,9.272307692307688,9.279443812775039,9.277274756981063,9.273226816848618,51.87733380751389,-4.2860055710096705e-05
2020/09/24 10:08,9.28,5000,9.283999999999997,9.278749999999997,9.273846153846149,9.279629208541841,9.277880400082324,9.274196790379586,51.38157758175013,-3.7735366947607097e-05
2020/09/24 10:09,9.3,15000,9.285999999999998,9.284999999999997,9.276153846153841,9.286419472975325,9.282796078471565,9.2778907188091,54.739095863266776,-3.845149364583044e-05
2020/09/24 10:10,9.3,3000,9.287999999999998,9.287499999999996,9.278461538461533,9.290946315589816,9.286619300231902,9.281054881852429,48.85565804700849,-3.75546547390199e-05
2020/09/24 10:11,9.31,32000,9.291999999999998,9.291249999999996,9.281538461538457,9.297297543981829,9.291815146682104,9.285196286990212,51.73826110414121,-3.5651230475134076e-05
2020/09/24 10:12,9.3,11000,9.297999999999998,9.292499999999997,9.283846153846149,9.298198362678692,9.293634039838338,9.287313902987627,59.423107416628895,6.738541954272515e-06
2020/09/24 10:13,9.31,6000,9.303999999999998,9.294999999999998,9.288461538461531,9.302132241856071,9.2972709772039,9.290558451004907,53.11861761466707,1.105408013793182e-05
2020/09/24 10:14,9.3,23000,9.303999999999998,9.296249999999997,9.292307692307686,9.30142149456225,9.29787743414945,9.291908555198738,46.933716785488706,1.7524399086257605e-05
