Date,Open,High,Low,Close,Adj Close,Volume
2016-05-12,24.799999,25.200001,24.250000,25.150000,23.938261,9265701
2016-05-13,24.750000,25.000000,24.400000,24.850000,23.652712,12662162
2016-05-16,25.000000,25.250000,24.600000,24.850000,23.652712,7534744
2016-05-17,24.750000,25.000000,24.549999,24.950001,23.747894,6808132
2016-05-18,24.750000,24.900000,24.200001,24.299999,23.129211,5936553
2016-05-19,24.500000,24.700001,24.200001,24.250000,23.081617,4961554
2016-05-20,24.450001,24.549999,24.049999,24.350000,23.176802,5065216
2016-05-23,24.200001,24.299999,23.650000,23.799999,22.653301,11655842
2016-05-24,23.799999,25.100000,23.799999,25.000000,23.795485,18350774
2016-05-25,25.400000,25.900000,25.299999,25.750000,24.509348,17303329
2016-05-26,25.650000,25.850000,25.100000,25.750000,24.509348,6129056
2016-05-27,25.799999,25.950001,25.450001,25.750000,24.509348,6677920
2016-05-30,25.950001,26.500000,25.799999,26.100000,24.842487,9545950
2016-05-31,26.049999,26.350000,25.900000,26.100000,24.842487,11303365
2016-06-01,26.200001,26.450001,25.200001,25.500000,24.271397,9965107
2016-06-02,25.750000,26.150000,25.350000,26.150000,24.890078,10743312
2016-06-03,26.250000,26.400000,25.799999,26.150000,24.890078,9050126
2016-06-06,26.250000,26.299999,25.250000,25.500000,24.271397,12285995
2016-06-07,25.100000,25.350000,24.600000,24.850000,23.652712,21021486
2016-06-08,25.000000,25.049999,24.700001,24.900000,23.700300,9194527
2016-06-10,25.100000,25.150000,24.799999,25.049999,23.843077,10664603
2016-06-13,24.450001,24.650000,23.799999,24.000000,22.843666,15461198
2016-06-14,24.150000,24.250000,23.600000,23.700001,22.558117,10124821
2016-06-15,23.500000,24.350000,23.500000,23.900000,22.748482,7634732
2016-06-16,23.700001,24.000000,23.100000,23.200001,22.082211,11492080
2016-06-17,23.600000,23.700001,23.150000,23.250000,22.129801,9681882
2016-06-20,23.650000,23.700001,23.350000,23.450001,22.320168,6126002
2016-06-21,23.500000,23.600000,23.200001,23.350000,22.224981,5417482
2016-06-22,23.500000,23.850000,23.450001,23.700001,22.558117,7823535
2016-06-23,23.799999,24.100000,23.450001,23.950001,22.796078,6940180
2016-06-24,23.450001,24.150000,22.500000,23.100000,21.987030,22481781
2016-06-27,22.900000,22.900000,22.549999,22.750000,21.653893,12466739
2016-06-28,22.200001,22.549999,22.100000,22.250000,21.177982,17816631
2016-06-29,22.100000,22.900000,22.100000,22.400000,21.320753,14248472
2016-06-30,22.750000,23.100000,22.700001,23.000000,21.891848,12103886
2016-07-04,23.049999,23.650000,22.650000,23.400000,22.272575,16553444
2016-07-05,23.150000,23.250000,22.400000,22.549999,21.463526,10208121
2016-07-06,22.200001,22.299999,22.000000,22.150000,21.082800,11355083
2016-07-07,22.500000,22.549999,22.250000,22.450001,21.368347,10145540
2016-07-08,22.400000,22.650000,22.350000,22.600000,21.511116,5824947
2016-07-11,23.100000,23.400000,22.900000,23.000000,21.891848,15143495
2016-07-12,23.400000,24.350000,23.299999,24.000000,22.843666,28917810
2016-07-13,24.200001,24.450001,23.850000,24.100000,22.938850,14429672
2016-07-14,24.150000,24.200001,23.900000,24.200001,23.034031,9915349
2016-07-15,24.350000,24.450001,23.850000,24.150000,22.986437,6918564
2016-07-18,24.200001,24.700001,23.900000,24.600000,23.414759,15336102
2016-07-19,24.549999,24.549999,23.900000,24.000000,22.843666,12884849
2016-07-20,23.850000,24.250000,23.850000,24.200001,23.034031,9189019
2016-07-21,24.200001,24.600000,24.100000,24.150000,22.986437,9861987
2016-07-22,24.100000,24.299999,23.950001,24.200001,23.034031,4558100
2016-07-25,24.250000,24.700001,24.100000,24.650000,23.462347,8645166
2016-07-26,24.750000,26.450001,24.750000,26.250000,24.985262,53188381
2016-07-27,26.250000,26.350000,25.650000,25.850000,24.604530,16528393
2016-07-28,25.799999,26.150000,25.650000,25.850000,24.604530,10131743
2016-07-29,25.049999,25.799999,25.049999,25.799999,24.556938,13912765
2016-08-01,26.000000,26.299999,25.700001,25.950001,24.699711,13320339
2016-08-02,25.950001,25.950001,25.950001,25.950001,24.699711,0
2016-08-03,25.450001,25.600000,25.000000,25.100000,23.890667,10931304
2016-08-04,25.400000,25.750000,25.150000,25.250000,24.033440,8112294
2016-08-05,25.549999,25.850000,25.200001,25.700001,24.461761,14336796
2016-08-08,26.000000,26.150000,25.850000,26.000000,24.747305,8040628
2016-08-09,26.150000,26.450001,25.900000,26.450001,25.175625,8953813
2016-08-10,26.450001,27.799999,26.450001,27.350000,26.032263,29411134
2016-08-11,27.299999,27.750000,26.950001,27.400000,26.079853,14050406
2016-08-12,27.799999,28.200001,27.700001,28.100000,26.746126,18777278
2016-08-15,28.100000,28.100000,27.150000,27.549999,26.222624,14069247
2016-08-16,27.700001,27.900000,27.299999,27.750000,26.412991,10143132
2016-08-17,27.700001,27.900000,27.299999,27.450001,26.127443,8509192
2016-08-18,27.600000,27.700001,27.200001,27.400000,26.079853,11225120
2016-08-19,27.500000,27.500000,26.299999,26.650000,25.365988,16872271
2016-08-22,26.650000,26.850000,26.250000,26.650000,25.365988,16436518
2016-08-23,26.700001,26.850000,26.350000,26.650000,25.365988,6435288
2016-08-24,26.750000,26.799999,25.600000,25.799999,24.556938,15007370
2016-08-25,25.799999,26.950001,25.150000,26.350000,25.080442,34373845
2016-08-26,26.400000,26.850000,26.250000,26.450001,25.175625,11879520
2016-08-29,26.450001,26.500000,25.350000,25.450001,24.223804,20132621
2016-08-30,25.900000,25.900000,25.450001,25.500000,24.271397,25676005
2016-08-31,25.549999,25.650000,25.000000,25.250000,24.033440,17740220
2016-09-01,25.200001,27.350000,24.900000,27.299999,25.984671,47317997
2016-09-02,27.000000,27.700001,26.850000,27.049999,25.746714,30886012
2016-09-05,27.500000,27.549999,26.900000,27.200001,25.889488,11971817
2016-09-06,27.150000,27.250000,26.850000,27.150000,25.841894,10330433
2016-09-07,27.150000,27.500000,26.950001,27.350000,26.032263,11104088
2016-09-08,27.450001,28.950001,27.200001,28.950001,27.555174,39533149
2016-09-09,28.950001,30.799999,28.799999,29.450001,28.031082,67823227
2016-09-12,28.250000,29.049999,28.200001,28.350000,26.984079,28729757
2016-09-13,28.799999,29.200001,28.000000,28.049999,26.698532,23264425
2016-09-14,27.950001,29.400000,27.850000,28.600000,27.222034,22692168
2016-09-15,29.100000,30.350000,28.950001,30.150000,28.697353,41884695
2016-09-19,30.299999,30.350000,29.000000,29.900000,28.459402,25336958
2016-09-20,29.549999,29.650000,29.000000,29.250000,27.840717,18026285
2016-09-21,29.049999,29.850000,29.049999,29.650000,28.221443,16738346
2016-09-22,29.750000,30.500000,29.500000,29.650000,28.221443,20138799
2016-09-23,29.850000,30.049999,29.000000,29.200001,27.793125,17296682
2016-09-26,29.000000,29.350000,28.400000,28.450001,27.079262,17166240
2016-09-27,28.400000,29.250000,28.000000,28.900000,27.507580,18550285
2016-09-28,28.500000,29.400000,28.400000,29.299999,27.888308,11757837
2016-09-29,29.799999,29.900000,29.150000,29.850000,28.411810,8473367
2016-09-30,29.299999,29.700001,29.049999,29.200001,27.793125,9810925
2016-10-03,30.500000,30.900000,29.799999,30.049999,28.602175,20050735
2016-10-04,29.900000,30.450001,29.799999,30.299999,28.840124,13426397
2016-10-05,30.200001,30.799999,30.049999,30.600000,29.125675,11884618
2016-10-06,30.799999,31.950001,30.600000,31.750000,30.220266,23575822
2016-10-07,31.799999,31.950001,30.950001,31.200001,29.696766,16042608
2016-10-11,32.000000,32.599998,31.799999,32.000000,30.458221,22965314
2016-10-12,31.900000,32.000000,31.150000,31.150000,29.649174,13865923
2016-10-13,31.150000,31.299999,30.049999,30.250000,28.792538,17704040
2016-10-14,30.549999,30.900000,30.299999,30.600000,29.125675,16230770
2016-10-17,30.200001,30.250000,29.150000,29.299999,27.888308,24663675
2016-10-18,29.650000,30.500000,29.500000,30.100000,28.649763,15825956
2016-10-19,30.100000,30.350000,29.600000,30.000000,28.554583,8166945
2016-10-20,30.299999,30.700001,30.049999,30.049999,28.602175,5611138
2016-10-21,30.049999,30.049999,30.049999,30.049999,28.602175,0
2016-10-24,30.000000,30.900000,29.700001,30.600000,29.125675,13483012
2016-10-25,30.850000,31.750000,30.700001,31.450001,29.934721,14791227
2016-10-26,31.200001,32.650002,30.950001,32.049999,30.505812,28856101
2016-10-27,32.000000,32.700001,31.600000,31.799999,30.267853,19326389
2016-10-28,32.049999,32.500000,31.700001,31.900000,30.363037,17593281
2016-10-31,31.700001,32.250000,31.150000,31.850000,30.315447,12687778
2016-11-01,31.850000,32.849998,31.650000,32.549999,30.981720,17940884
2016-11-02,32.250000,32.400002,31.799999,32.099998,30.553404,11386417
2016-11-03,31.950001,32.349998,31.500000,32.099998,30.553404,11011873
2016-11-04,32.250000,32.299999,31.700001,31.750000,30.220266,11217065
2016-11-07,31.950001,32.750000,31.950001,32.500000,30.934130,12754926
2016-11-08,33.299999,33.299999,32.599998,33.000000,31.410042,15106891
2016-11-09,33.000000,33.200001,31.100000,32.250000,30.696175,25666212
2016-11-10,33.000000,33.099998,32.650002,32.700001,31.124496,13963361
2016-11-11,32.349998,33.150002,32.250000,33.150002,31.552813,15606774
2016-11-14,32.700001,32.900002,32.099998,32.799999,31.219675,9783296
2016-11-15,33.049999,33.250000,32.500000,33.049999,31.457630,9889821
2016-11-16,33.299999,33.650002,33.049999,33.500000,31.885944,14567415
2016-11-17,33.500000,35.099998,33.200001,34.950001,33.266090,27671408
2016-11-18,35.049999,36.400002,35.000000,35.950001,34.217907,26121958
2016-11-21,36.200001,36.849998,35.599998,36.549999,34.788998,30081117
2016-11-22,36.500000,38.200001,36.400002,36.500000,34.741409,35642428
2016-11-23,36.500000,37.299999,36.000000,36.700001,34.931778,12009266
2016-11-24,36.500000,37.750000,36.200001,37.400002,35.598045,12915369
2016-11-25,37.599998,37.599998,36.750000,37.000000,35.217316,9298419
2016-11-28,37.349998,37.900002,37.299999,37.500000,35.693230,13718765
2016-11-29,37.500000,38.549999,37.450001,37.599998,35.788403,13700623
2016-11-30,37.900002,38.500000,37.799999,38.500000,36.645046,15700797
2016-12-01,38.450001,39.200001,37.349998,37.500000,35.693230,24771099
2016-12-02,36.950001,36.950001,35.500000,35.750000,34.027538,32343193
2016-12-05,35.950001,36.900002,35.400002,36.650002,34.884186,18263328
2016-12-06,36.799999,38.000000,36.799999,38.000000,36.169136,16875086
2016-12-07,38.000000,38.299999,37.400002,38.000000,36.169136,14020799
2016-12-08,38.250000,38.400002,37.299999,37.650002,35.835999,10082651
2016-12-09,34.000000,36.349998,33.599998,35.000000,33.313679,89733375
2016-12-12,35.349998,35.500000,34.349998,34.500000,32.837772,25475785
2016-12-13,34.700001,34.849998,34.150002,34.500000,32.837772,9222061
2016-12-14,34.849998,35.349998,34.450001,34.549999,32.885361,15312964
2016-12-15,34.200001,34.549999,33.200001,33.500000,31.885944,18980182
2016-12-16,33.700001,34.299999,32.799999,33.900002,32.266682,21089467
2016-12-19,34.049999,34.049999,33.250000,33.599998,31.981129,10789116
2016-12-20,33.549999,33.750000,32.950001,33.349998,31.743170,9645406
2016-12-21,33.349998,34.099998,33.049999,33.900002,32.266682,8770727
2016-12-22,33.799999,34.099998,33.200001,33.500000,31.885944,11268940
2016-12-23,33.400002,33.500000,32.900002,33.099998,31.505219,8950000
2016-12-28,33.099998,33.299999,32.599998,33.250000,31.647997,8063823
2016-12-29,32.700001,33.200001,32.700001,33.049999,31.457630,6169765
2016-12-30,33.049999,34.250000,32.900002,33.799999,32.171494,16494170
2017-01-03,33.450001,33.650002,32.549999,33.349998,31.743170,16540269
2017-01-04,33.450001,33.549999,32.900002,33.349998,31.743170,9283848
2017-01-05,33.349998,34.200001,33.299999,34.200001,32.552219,13475937
2017-01-06,34.200001,34.450001,33.549999,34.000000,32.361862,10990033
2017-01-09,34.200001,35.549999,33.849998,35.450001,33.741993,19927929
2017-01-10,35.650002,36.250000,35.549999,35.849998,34.122726,21982922
2017-01-11,36.099998,36.549999,35.950001,36.250000,34.503460,15738970
2017-01-12,35.799999,36.200001,35.150002,35.450001,33.741993,14687251
2017-01-13,35.650002,35.900002,35.299999,35.500000,33.789585,6173300
2017-01-16,35.500000,35.750000,35.049999,35.349998,33.646812,5278120
2017-01-17,35.549999,35.700001,35.049999,35.400002,33.694408,7849230
2017-01-18,35.349998,36.200001,35.349998,35.799999,34.075134,9471329
2017-01-19,35.799999,36.000000,35.400002,35.750000,34.027538,4170571
2017-01-20,35.450001,35.650002,35.150002,35.400002,33.694408,7507860
2017-01-23,35.599998,36.150002,35.500000,35.700001,33.979950,9075444
2017-01-24,35.900002,36.500000,35.400002,35.599998,33.884769,8360830
2017-01-25,35.900002,36.599998,35.750000,36.450001,34.693817,17175662
2017-01-26,36.150002,37.049999,36.049999,36.799999,35.026951,21268477
2017-01-27,36.599998,37.450001,36.549999,37.150002,35.360096,10314437
2017-02-01,36.250000,37.450001,35.750000,36.150002,34.408272,21540985
2017-02-02,36.150002,36.150002,35.450001,35.549999,33.837177,15089117
2017-02-03,35.549999,36.000000,34.799999,35.549999,33.837177,12858119
2017-02-06,35.650002,35.950001,35.250000,35.400002,33.694408,16826603
2017-02-07,35.700001,35.900002,34.700001,34.750000,33.075726,16349376
2017-02-08,34.750000,34.950001,33.750000,34.150002,32.504631,26386996
2017-02-09,34.299999,35.150002,34.099998,34.849998,33.170906,24388289
2017-02-10,35.250000,35.599998,35.200001,35.500000,33.789585,16678854
2017-02-13,35.500000,35.650002,34.849998,35.400002,33.694408,10414029
2017-02-14,35.349998,37.950001,35.349998,37.849998,36.026360,48873456
2017-02-15,37.849998,38.200001,36.950001,37.599998,35.788403,21052147
2017-02-16,37.549999,38.500000,37.200001,37.299999,35.502865,17449418
2017-02-17,36.750000,36.950001,36.400002,36.849998,35.074543,13537417
2017-02-20,37.150002,37.200001,36.450001,36.599998,34.836586,6786074
2017-02-21,36.599998,36.650002,35.500000,35.799999,34.075134,18071842
2017-02-22,35.900002,36.450001,35.900002,36.150002,34.408272,7758349
2017-02-23,36.049999,37.400002,35.849998,36.849998,35.074543,22385433
2017-02-24,36.799999,37.150002,36.500000,37.000000,35.217316,12259348
2017-02-27,36.599998,37.650002,36.599998,37.099998,35.312504,16915539
2017-02-28,37.400002,37.599998,36.549999,37.200001,35.407681,14347870
2017-03-01,38.150002,39.500000,37.349998,39.250000,37.358913,60160559
2017-03-02,39.900002,40.099998,38.799999,39.150002,37.263729,35306406
2017-03-03,38.799999,39.150002,38.450001,38.599998,36.740231,13202873
2017-03-06,39.200001,39.349998,38.500000,38.549999,36.692635,10092140
2017-03-07,38.900002,38.900002,38.200001,38.450001,36.597462,11515671
2017-03-08,38.200001,39.200001,38.200001,38.700001,36.835407,10984780
2017-03-09,38.299999,38.599998,37.900002,38.200001,36.359505,10546784
2017-03-10,38.000000,38.849998,37.900002,38.599998,36.740231,10897361
2017-03-13,38.700001,39.150002,38.299999,38.700001,36.835407,10317791
2017-03-14,38.650002,39.900002,38.650002,39.500000,37.596870,17107001
2017-03-15,39.099998,40.150002,39.099998,39.400002,37.501686,15178389
2017-03-16,39.750000,40.099998,39.549999,40.000000,38.072773,11992290
2017-03-17,40.099998,41.099998,40.049999,40.450001,38.501095,25230555
2017-03-20,40.900002,41.750000,40.500000,41.599998,39.595688,22109830
2017-03-21,41.500000,41.650002,40.799999,41.450001,39.452919,12227058
2017-03-22,41.000000,41.450001,40.700001,41.299999,39.310143,15316048
2017-03-23,41.400002,42.349998,41.000000,41.700001,39.690872,12393628
2017-03-24,41.900002,42.000000,41.049999,41.599998,39.595688,12782390
2017-03-27,41.299999,41.900002,40.849998,41.200001,39.214962,15625830
2017-03-28,41.500000,42.700001,41.400002,42.650002,40.595097,20073806
2017-03-29,42.700001,42.799999,42.049999,42.750000,40.690281,13992315
2017-03-30,42.500000,43.349998,42.200001,43.099998,41.023415,22500663
2017-03-31,43.150002,43.150002,42.200001,42.549999,40.499916,10605107
2017-04-03,43.500000,43.650002,42.500000,43.000000,40.928238,14607223
2017-04-05,43.500000,43.799999,42.599998,43.400002,41.308968,17284417
2017-04-06,43.000000,43.500000,42.799999,43.250000,41.166187,7403756
2017-04-07,43.049999,43.299999,42.000000,43.299999,41.213776,14197252
2017-04-10,43.400002,43.900002,43.000000,43.849998,41.737286,12047260
2017-04-11,43.650002,44.049999,42.750000,43.049999,40.975822,15879946
2017-04-12,42.599998,43.549999,42.450001,43.500000,41.404144,16147907
2017-04-13,43.200001,43.250000,42.900002,43.250000,41.166187,9917863
2017-04-18,43.500000,43.599998,42.900002,43.400002,41.308968,15212241
2017-04-19,43.200001,43.349998,42.099998,42.349998,40.309551,17578685
2017-04-20,41.950001,42.450001,41.750000,42.299999,40.261963,20402538
2017-04-21,42.150002,42.900002,42.049999,42.250000,40.214367,11617487
2017-04-24,42.400002,42.400002,40.700001,41.500000,39.500504,15720278
2017-04-25,41.400002,42.500000,41.049999,42.150002,40.119186,12504137
2017-04-26,42.599998,44.450001,42.599998,44.150002,42.022823,28640503
2017-04-27,44.049999,44.049999,42.500000,43.000000,40.928238,18027358
2017-04-28,43.000000,43.400002,42.549999,43.299999,41.213776,9758179
2017-05-02,43.599998,43.849998,42.799999,43.299999,41.213776,10936193
2017-05-04,43.150002,43.500000,41.849998,42.450001,40.404732,14741815
2017-05-05,42.349998,42.349998,39.450001,40.500000,38.548683,37639248
2017-05-08,40.450001,40.700001,39.799999,39.950001,38.025185,19462806
2017-05-09,39.700001,41.099998,39.700001,41.099998,39.119774,17793429
2017-05-10,41.500000,41.549999,40.200001,40.349998,38.405914,17890465
2017-05-11,40.400002,41.150002,40.299999,40.500000,38.548683,9015438
2017-05-12,40.500000,40.700001,39.799999,40.549999,38.596279,10689416
2017-05-15,41.250000,41.250000,40.650002,40.900002,38.929417,13061461
2017-05-16,40.900002,41.750000,40.900002,41.299999,39.310143,15330673
2017-05-17,41.349998,41.349998,40.000000,40.349998,38.405914,16918149
2017-05-18,39.549999,40.400002,39.299999,39.599998,37.692043,14118705
2017-05-19,40.000000,40.099998,39.549999,40.000000,38.072773,9120450
2017-05-22,39.900002,41.200001,39.750000,41.150002,39.167370,16397380
2017-05-23,41.700001,42.900002,41.400002,42.799999,40.737869,31452794
2017-05-24,42.650002,42.849998,42.049999,42.650002,40.595097,19951178
2017-05-25,42.799999,43.200001,42.500000,42.900002,40.833050,12635496
2017-05-26,43.299999,43.849998,42.950001,42.950001,40.880642,14380266
2017-05-29,43.000000,43.900002,43.000000,43.700001,41.594509,11909444
2017-05-31,43.950001,45.200001,43.450001,45.049999,42.879459,26838954
2017-06-01,45.500000,46.049999,44.650002,44.950001,42.784286,24084651
2017-06-02,45.750000,45.750000,44.950001,45.349998,43.165012,15446559
2017-06-05,45.400002,46.349998,44.950001,45.000000,42.831867,8115478
2017-06-06,45.299999,45.349998,44.200001,44.250000,42.118011,13202499
2017-06-07,44.200001,46.299999,44.200001,45.950001,43.736107,21535717
2017-06-08,46.000000,47.799999,45.750000,47.450001,45.163830,22037880
2017-06-09,47.549999,47.750000,46.750000,47.099998,44.830692,9847493
2017-06-12,47.099998,47.950001,46.750000,47.349998,45.068645,18007779
2017-06-13,47.599998,48.750000,47.500000,48.599998,46.258423,18517300
2017-06-14,48.599998,48.950001,47.900002,48.349998,46.020470,9851849
2017-06-15,47.500000,47.650002,46.849998,47.400002,45.116234,12591162
2017-06-16,47.049999,47.700001,47.049999,47.049999,44.783104,10225479
2017-06-19,47.150002,48.000000,47.150002,47.849998,45.544556,8838414
2017-06-20,48.700001,49.200001,48.250000,48.599998,46.258423,18496516
2017-06-21,48.099998,48.500000,47.599998,48.099998,45.782516,11206579
2017-06-22,47.799999,48.299999,47.549999,47.950001,45.639744,6830479
2017-06-23,48.049999,48.049999,46.900002,47.150002,44.878284,13610464
2017-06-26,47.150002,48.599998,47.000000,48.099998,45.782516,12679142
